id,transcription
2019,I REMEMBER SAYING HAVE WE BEEN TOGETHER
2020,ALL CHAIR PICKED UP SOMETHING FROM THE GROUND AND LOOKED AT IT
2021,I SAY YOU DO KNOW WHAT THIS MEANS AND YOU MUST TELL US
2022,A TERRIBLE THOUGHT FLASHED INTO MY MIND
2023,I HAD AGAIN BEEN ACTING UNDER THE INFLUENCE OF THIS MAN'S POWER
2024,PURCHANCE TOO CAFFERS DEATH MIGHT SERVE HIM IN GOOD STEAD
2025,MY TONGUE WERE FEWS TO OUR TICKULATE MY POWER OF SPEECH LEFT ME
2026,MY POSITION WAS TOO TERRIBLE
2027,MY OVER WROUGHT NERVES YIELDED AT LAST
2028,FOR SOME TIME AFTER THAT I REMEMBERED NOTHING DISTINCTLY
2029,THE THREE MOTIVES OF MANAGEMENT
2030,TO SUPPOSE THAT THE OBJECT OF THIS WORK IS TO AID IN AFFECTING SUCH A SUBSTITUTION IS THAT IS ENTIRELY TO MISTAKE ITS NATURE AND DESIGN
2031,I REASON AND AFFECTION
2032,AS THE CHASE DRIVES AWAY MARY STANDS BEWILDERED AND PERPLEXED ON THE DOOR STEP HER MIND IN A TUMULT OF EXCITEMENT IN WHICH HATRED OF THE DOCTOR THIS TRUST AND SUSPICION OF HER MOTHER DISAPPOINTMENT
2033,THE MOTHER AS SOON AS THE CHASE IS SO FAR TURNED THAT MARY CAN NO LONGER WATCH THE EXPRESSION OF HER COUNTENANCE GOES AWAY FROM THE DOOR WITH A SMILE OF COMPLAISANCY AND SENOUS FACTION ON HER FACE AT THE INGENUITY AND SUCCESS
2034,SO YOU WILL BE A GOOD GIRL I KNOW AND NOT MAKE ANY TROUBLE BUT WILL STAY AT HOME CONTENTEDLY WON'T YOU
2035,THE MOTHER IN MANAGING THE CASE IN THIS WAY RELYS PARTLY UNCONCING THE REASON OF THE CHILD AND PARTLY ON AN APPEAL TO HER AFFECTION
2036,IF YOU SHOULD NOT BE A GOOD GIRL BUT SHOULD SHOW SIGNS OF MAKING US ANY TROUBLE I SHALL HAVE TO SEND YOU OUT SOMEWHERE TO THE BACK PART OF THE HOUSE UNTIL WE ARE GONE
2037,BUT THIS LAST SUPPOSITION IS ALMOST ALWAYS UNNECESSARY FOR IF MARY HAS BEEN HABITUALLY MANAGED ON THIS PRINCIPLE SHE WILL NOT MAKE ANY TROUBLE
2038,IT IS INDEED TRUE THAT THE IMPORTANCE OF TACT AND SKILL IN THE TRAINING OF THE YOUNG AND OF CULTIVATING THEIR REASON AND SECURING THEIR AFFECTION CANNOT BEORATED
2039,TO SUCH PERSONS THESE INTERESTS OF TRAINING CHILDREN IN HABITS OF SUBORDINATION TO THEIR WILL OR RATHER OF YIELDING TO THEIR INFLUENCE ARE SPECIALLY USEFUL
2040,DELA HAD A YOUNG SISTER NAMED RIA AND A COUSIN WHOSE NAME WAS JANE
2041,NOW GILIA CAN DRIVE TO OBTAIN A GREAT INFLUENCE AND A TENDENCY OVER THE MINDS OF THE CHILDREN BY MEANS OF THESE DOLLS
2042,TO GIVE IT IDEA OF THESE CONVERSATIONS I WILL REPORT ONE OF THEM IN FULL
2043,YOU HAVE COME AND TELL HER AND DELICATE WAS THE NAME OF JANE'S DOLL TO MAKE ROSALLY OF HIS
2044,I AM VERY GLAD
2045,I EXPECT YOU HAVE BEEN OF VERY GOOD GIRL ANDELA SINCE YOU WERE HERE LAST
2046,THEN TURNING TO JANE SHE ASKED IN A SOMEWHAT ALTERED TONE HAS SHE BEEN A GOOD GIRL JANE
2047,FOR INSTANCE ONE DAY THE CHILDREN HAD BEEN PLAYING UPON THE PIAZZA WITH BLOCKS AND OTHER PLAY THINGS AND FINALLY HAD GONE INTO THE HOUSE LEAVING ALL THE THINGS ON THE FLOOR THE PIAZZA OF PUTTING THEM AWAY IN THEIR PLACES
2048,THEY WERE NOW PLAYING WITH THEIR DOGS IN THE PARLOUR
2049,DELIA CAME TO THE PARLOR AND WITH AN AIR OF GREAT MYSTERY BECKON THE CHILDREN ASIDE AND SET TO THEM IN A WHISPER LEAVE AND DIANA AND ROSELY HAIR AND DON'T SAY A WORD TO THEM
2050,SO SAYING SHE LED THE WAY ON TIPTO FOLLOWED BY THE CHILDREN OUT OF THE ROOM AND ROUND BY A CIRCUITOUS ROUTE TO THE PIAZZA THERE
2051,SAID SHE POINTING THE PLAYFINGS SEE
2052,PUT THESE PLAY THINGS ALL AWAKE AND CAREFULLY AND WE WILL NOT LET THEM KNOW ANYTHING ABOUT YOUR LEAVING THEM OUT
2053,AND THIS METHOD OF TREATING THE CASE WAS MUCH MORE EFFECTUAL IN MAKING THEM DISPOSED TO AVOID COMMITTING A SIMILAR FAULT ANOTHER TIME THAN ANY DIRECT REVIEW OR EXPRESSIONS OF DISPLEASURE ADDRESSED PERSON TO THEM WOULD HAVE BEEN
2054,NATURE OF THE EFFECT PRODUCED BY EARLY IMPRESSIONS
2055,THAT IS COMPARATIVELY NOTHING
2056,THEY ARE CHIEFLY FORMED FROM COMBINATIONS OF THE IMPRESSIONS MADE IN CHILDHOOD
2057,VASSED IMPORTANCE AND INFLUENCE OF THIS MENTAL FURNISHING
2058,WITHOUT GOING TO ANY SUCH EXTREME AS THIS WE CAN EASILY SEE ON REFLECTION HOW VAST IN INFLUENCE ON THE IDEAS AND CONCEPTIONS AS WELL AS ON THE PRINCIPLES OF ACTION IN MATURE YEARS MUST BE EXERTED
2059,THE PAIN PRODUCED BY AN ACT OF HASTY AND ANGRY VIOLENCE TO WHICH A FATHER'S OBJECTS HIS SON MAY SOON PASS AWAY BUT THE MEMORY OF IT DOES NOT PASS AWAY WITH THE PAIN
2060,BUT ANDERS CARED NOTHING ABOUT THAT
2061,HE MADE A BOUGH SO DEEP THAT HIS BACK CAME NEAR BREAKING AND HE WAS DONE FOUND IT I CAN TELL YOU WHEN HE SAW IT WAS NOBODY BUT ENTERS
2062,HE WAS SUCH A BIG BOY THAT HE WORE HIGH BOOTS AND CARRIED A JACK KNIFE
2063,NOW THIS KNIFE WAS A SPLENDID WAY THOUGH HALF THE BLADE WAS GONE AND THE HAND WAS A LITTLE CRACKED AND ENTERS KNEW THAT ONE IS ALL MOST A MAN AS SOON AS ONE HAS A JACK KNIFE
2064,YES WHY NOT THOUGHT ENTERS
2065,SEEMED THAT I AM SO FINE I MAY AS WELL GO AND AS IT THE KING
2066,I AM GOING TO THE COURT BALL ANSWERED ENTERS
2067,AND SHE TOOK ORDERS HAND AND WALKED WITH HIM UP THE BROAD MARBLE STAIRS WHERE SOLDIERS WERE POSTED AT EVERY THIRD STEP AND THROUGH THE MAGNIFICENT HALLS WHERE COURTIERS IN SILT AND VELVET STOOD BOWING WHEREVER HE WENT
2068,FOR LIKE AS NOT THEY MUST HAVE THOUGHT HIM A PRINCE WHEN THEY SAW HIS FINE CHAPE
2069,AT THE FARTHER END OF THE LARGEST HALL A TABLE WAS SET WITH GOLDEN CUPS AND GOLDEN PLACE IN LONG ROWS
2070,ON HUGE SILVER PLATERS WERE PYRAMIDS OF TARTS AND CAKES AND RED WINE SPARKLED IN GLITTERING TANTERS
2071,THE PRINCESS SAT DOWN UNDER A BLUE CANOPY WITH BOOKCASE OF ROSES AND SHE LET AND HER SIT IN A GOLDEN CHAIR BY HER SIDE
2072,BUT YOU MUST THAT EAT WITH YOUR CAMP ON YOUR HEAD SHE SAID AND WAS GOING TO THEY GET OFF
2073,THE PRINCESS CERTAINLY WAS BEAUTIFUL AND HE WOULD HAVE DEARLY LIKED TO BE KISSED BY HER BUT THE CAP WHICH HIS MOTHER HAD MADE HE WOULD NOT GIVE UP ON ANY CONDITION
2074,HE ONLY SHOOK HIS HEAD
2075,WELL BUT NOW SAID THE PRINCESS AND SHE FILLED HIS POCKETS WITH CAKES AND PUT HER OWN HEAVY GOLD CHAIN AROUND HIS NECK AND BENT DOWN AND KISSED HIM
2076,THAT IS A VERY FINE COCK YOU HAVE HE SAID
2077,SO IT IS SAID ANSWERS
2078,AND IT IS MADE OF MOTHER'S BEST YOUNG AND SHE KNITTED HERSELF AND EVERYBODY WANTS TO GET IT AWAY FROM ME
2079,WITH ONE JUMP ANDERS GOT OUT OF HIS CHAIR
2080,HE DARTED LAKE AN ARROW THROUGH ALL THE HALLS DOWN ALL THE STAIRS AND ACROSS THE YARD
2081,HE STILL HELD ON TO IT WITH BOTH HANDS AS HE RUSHED INTO HIS MOTHER'S COTTAGE
2082,AND ALL HIS BROTHERS AND SISTERS STOOD ROUND AND LISTENED WITH THEIR MOUTHS OPEN
2083,BUT WHEN HIS BIG BROTHER HEARD THAT HE HAD REFUSED TO GIVE HIS CAP FOR A KINGS GOLDEN CROWN HE SAID THAT ENTERS WAS A STUPID
2084,ANDERS FACE GREW RED
2085,BUT HIS MOTHER HAD THEM CLOSE
2086,NO MY LITTLE FUN SHE SAID
2087,IF YOU DRESSED IN SO AND GOLD FROM TOP TOE YOU COULD NOT LOOK ANY NICER THAN IN YOUR LITTLE RED CAP
2088,AT THE CONCLUSION OF THE BANQUET WHICH WAS SERVED AT FIVE O'CLOCK THE KING ENTERED HIS CABINET WHERE HIS TAILORS WERE WAITING HIM FOR THE PURPOSE OF TRYING ON THE CELEBRATED COSTUME REPRESENTING SPRING WHICH WAS THE RESULT OF SO MUCH IMAGINATION AND HAD CAUSED SO MANY EFFORTS OF THOUGHT
2089,I VERY WELL
2090,LET HIM COME IN THEN SAID THE KING AND AS IF CALL BEAR HAD BEEN LISTENING AT THE DOOR FOR THE PURPOSE OF KEEPING HIMSELF A KOREAN WITH THE CONVERSATION HE ENTERED AS SOON AS THE KING HAD PRONOUNCED HIS NAME TO THE TWO CARTEERS
2091, JUT UP THE DEAR POSTS WHEREUPON SAND AND YAWN AND DEALER I TOOK THEIR LEAVE
2092,CERTAINLY SIRE BUT I MUST HAVE MONEY TO DO THAT WHAT
2093,WHAT DO YOU MEAN INQUIRED LOUIS
2094,HE HAS GIVEN THEM WITH TOO MUCH GRACE NOT TO HAVE OTHERS STILL TO GIVE IF THEY ARE REQUIRED WHICH IS THE CASE AT THE PRESENT MOMENT
2095,IT IS NECESSARY THEREFORE THAT HE SHOULD COME PLAY WHEN THE KING FROWNED
2096,DOES YOUR MAJESTY THEN NO LONGER BELIEVE THE DISLOYOLOGANT
2097,NOT AT ALL YOU ARE ON THE CONTRARY MOST AGREEABLE TO ME
2098,YOUR MAJESTY'S PLANNED THEN AND THIS AFFAIR IS
2099,YOU WILL TAKE THEM FROM MY PRIVATE TREASURE
2100,THE NEWS CIRCULATED WITH THE REPETITY OF LIGHTNING DURING ITS PROGRESS IT CANDLED EVERY VARIETY OF COCRITORY DESIRE AND WILD AMBITION
2101,THE KING HAD COMPLETED HIS TOILET BY NINE O'CLOCK HE APPEARED AND AN OPEN CARRIAGE DECORATED WITH BRANCHES OF TREES AND FLOWERS
2102,THE QUEEN'S HAD TAKEN THEIR SEATS UPON A MAGNIFICENT D MAYORUS OR PLATFORM ERECTED UPON THE BORDERS OF THE LAKE IN A THE THEATRE OF WONDERFUL ELEGANCE OF CONSTRUCTION
2103,SUDDENLY FOR THE PURPOSE OF RESTORING PEACEAN ORDER SPRING ACCOMPANIED BY HIS WHOLE COURT MADE HIS APPEARANCE
2104,THE SEASONS ALLIES OF SPRING FOLLOWED HIM CLOSELY TO FORM A QUADRIAL WHICH AFTER MANY WORDS OF MORE OR LESS FLATTERING IMPORT WAS THE COMMENCEMENT OF THE ANTS
2105,HIS LEGS THE BEST SHAPED AT COURT WERE DISPLAYED TO GREAT ADVANTAGE IN FLESH COLOURED SILK AND HOSE OF SO FINE AND SO TRANSPARENT THAT IT SEEMED ALMOST LIKE FLESH ITSELF
2106,THERE WAS SOMETHING IN HIS CARRIAGE WHICH RESEMBLED THE BLIND MOVEMENTS OF AN IMMORTAL AND HE DID NOT DANCE SO MUCH AS SEEMED TO STORE ALONG
2107,YES IT IS SUPPRESSED
2108,FAR FROM IT SIRE YOUR MAJESTY HAVE IN GIVEN NO DIRECTIONS ABOUT IT THEY MUSICIANS HAVE RETAINED IN
2109,YES SIR AND READY DRESSED FOR THE BALAY
2110,SIRE HE SAID YOUR MAJESTY'S MOST DEVOTED SERVANT TO PURCHASE TO PERFORM A SERVICE ON THIS OCCASION WITH SOME ALER ZEAL THAT HE HAS ALREADY SHOWN ON THE FIELD OF BATTLE
2111,THE KING SEEMED ONLY PLEASED WITH EVERY ONE PRESENT
2112,MONSIEUR WAS THE ONLY ONE WHO DID NOT UNDERSTAND ANYTHING ABOUT THE MATTER
2113,THE BATTLE I BEGAN THE EFFECT WAS MORE THAN BEAUTIFUL
2114,WHEN THE MUSIC BY ITS BIRTHS OF MELODY CARRIED AWAY THESE ILLUSTRIOUS DANCERS WHEN THE SIMPLE UNTETERED PANTOMIME OF THAT PERIOD ONLY THE MORE NATURAL ON ACCOUNT OF THE VERY INDIFFERENT ACTING OF THE AUGUST ACTORS AT REACHED ITS COLUMBINATING POINT OF TRIUMPH
2115,DISTAINFUL OF A SUCCESS OF WHICH MADAME SHOWED NO ACKNOWLEDGEMENT HE THOUGHT OF NOTHING BUT BOLDLY REGAINING THE MARKET PREFERENCE OF THE PRINCESS
2116,BY DEGREES ALL HIS HAPPINESS ALL HIS BRILLIANCY SUBSIDED INTO REGRET AND UNEASINESS SO THAT AS LEMS LOST THEIR POWER HIS ARMS HUNG HEAVILY BY HIS SIDES AND HIS HEAD DROOPED AS THOUGH HE WAS STUPEFIED
2117,THE KING WHO HAD FROM THIS MOMENT BECOME AND REALITY THE PRINCIPAL ANSWER IN THE QUADRIEL CAST A LOOK UPON HIS VANQUISHED RIVAL
2118,EVERY ONE COULD OBSERVE HIS AGITATION AND PROSTRATION A PRESSRATION WHICH WAS INDEED THE MORE REMARKABLE SINCE PEOPLE WERE NOT ACCUSTOMED TO SEE HIM WITH HIS ARMS HANGING LISTLESSLY BY HIS SIDE HIS HEAD BEWILDERED AND HIS EYES WITH ALL THEIR BRIGHT AND INTELLIGENCE
2119,UPON THIS MADAME DEAN TO TURN HER EYES LANGUISHINGLY TOWARDS THE COMTE OBSERVING
2120,DO YOU THINK SO SHE REPLIED WITH INDIFFERENCE
2121,YES THE CHARACTER WHICH YOUR ROYAL HIGHNESS ASSUMED IS IN PERFECT HARMONY WITH HER OWN
2122,EXPLAIN YOURSELF
2123,I ALLUDE TO THE GODDESS
2124,THE PRINCESS INQUIRED NO
2125,SHE THEN ROSE HUMMING THE AIR TO WHICH SHE WAS PRESENTLY GOING TO DANCE
2126,THE ARROW PIERCED HIS HEART AND WOUNDED HIM MORTALLY
2127,A QUARTER OF AN HOUR AFTERWARDS HE RETURNED TO THE THEATRE BUT IT WILL BE READILY BELIEVED THAT IT WAS ONLY A POWERFUL EFFORT OF REASON OVER HIS GREAT EXCITEMENT THAT ENABLED HIM TO GO BACK OR PERHAPS FOR LOVE IS THUS STRANGELY CONSTITUTED
2128,WHEN SHE PERCEIVED THE YOUNG MAN SHE ROSE LIKE A WOMAN SURPRISED AND AMIDST OF IDEAS SHE WAS DESIROUS OF CONCEALING FROM HERSELF
2129,RE MAY IN I IMPLOR YOU THE EVENING IS MOST LOVELY
2130,AND DATE AH
2131,I REMEMBER NOW AND I CONGRATULATE MYSELF DO YOU LOVE ANY ONE
2132,FORGIVE ME I HARDLY KNOW WHAT I AM SAYING I THOUSAND TIMES FORGIVE ME MADAME WAS RIGHT QUITE RIGHT THIS BRITTLE EXILE HAS COMPLETELY TURNED TO MY BRAIN
2133,THERE CANNOT BE A DOUBT HE RECEIVED YOU KINDLY FOR IN FACT YOU RETURNED WITHOUT HIS PERMISSION
2134,OH MADAM WAS NOW WHY HAVE I NOT A DEVOTED SISTER OR A TRUE FRIEND SUCH AS YOURSELF
2135,WHAT ALREADY HERE THEY SAID TO HER
2136,I HAVE BEEN HERE THIS QUARTER OF AN HOUR REPLIED LEVITY
2137,DID NOT THE DANCING AMUSED YOU NO
2138,NO MORE THAN THE DANCING
2139,THE VALET IS QUITE A POETIST SAID TENAY SHOCKED
2140,I AM A WOMAN AND THERE ARE FEW LIKE ME WHOEVER LOVES ME FLATTER'S ME WHOEVER FLATTER'S ME PLEASE ME AND WHOEVER PLEASE HIS WELL SAID MONTELY YOU DO NOT FINISH
2141,IT IS TOO DIFFICULT REPLIED MOUSE ELDERS OUT D'ARTAGNAN SHAW ON LAUGHING LOUDLY
2142,LOOKING UNDER DO YOU NOT SEE THE MOON SLOWLY RISING SILVERING THE TOP MOST BRANCHES OF THE CHESTNUTS AND THE OAKS
2143,EXCUYS IT SOFT TURF OF THE WOODS THE HAPPINESS WHICH ARE FRIENDSHIP CONFIRS UPON ME
2144,WELL SAID MILDEN WAS ILL DID TENATION I ALSO THINK A GOOD DEAL BUT I TAKE CARE
2145,TO SAY NOTHING SAID MONTONI SO THERE WHEN MUD WAS HELD IT TO FINISH HER ON THANKS AT THE NAY IS THE ONLY ONE WHO KNOWS IT
2146,QUICK QUICK THEN AMONG THE HIGH READ GRASS SAID MONTELLEY STOOP AT THE NAME YOU ARE SO TALL
2147,THE YOUNG GIRLS HAD INDEED MADE THEMSELVES SMALL INDEED AND VISIBLE
2148,SHE WAS HERE JUST NOW SAID THE COUNT
2149,YOU ARE POSITIVE THEN
2150,YES THE PERHAPS I FRIGHTENED HER IN WHAT WAY
2151,HOW IS IT LOVE ALTIAY SAID MUDMAZIL DETENIC SHOCKED THAT THE VACOMPTOR BRAGAL LOAN SPOKE OF YOU AS LOUISE
2152,IT SEEMS THE KING WILL NOT CONSENT TO IT
2153,GOOD GRACIOUS AS THE KING ANY RIGHT TO INTERFERE AND MATTERS OF THAT KIND
2154,I GIVE MY CONSENT
2155,OH I AM SPEAKING SERIOUSLY REPLIED MONTERLY AND IT MY OPINION IN THIS CASE IS QUITE AS GOOD AS THE KING'S I SUPPOSE IS IT NOT LOUISE
2156,LET US RUN THEN SAID ALL THREE AND GRACEFULLY LIFTING UP THE LONG SKIRTS OF THEIR SILK DRESSES THEY LIGHTLY RAN ACROSS THE OPEN SPACE BETWEEN THE LAKE AND THE THICKEST COVERED OF THE PARK
2157,IN FACT THE SOUND OF MADAMES AND THE QUEEN'S CARRIAGES COULD BE HEARD IN THE DISTANCE UPON THE HARD DRY GROUND OF THE ROADS FOLLOWED BY THE MOUNTAIN CAVALIERS
2158,AND THIS WAY THE FED OF THE WHOLE COURT WAS A FIT ALSO FOR THE MYSTERIOUS AND HAPPENS OF THE FOREST FOR CERTAINLY THE DEAR IN THE BREAK THE PHAZZANT ON THE BRANCH THE FOX IN ITS WHOLE WERE ALL LISTENING
2159,ALL ABOUT HIM WAS A TUMULT OF BRIGHT AND BROKEN COLOR SCATTERED AND BROAD SPLASHES
2160,THE BRIGANDS ARE HAD ACCURSTED HEAD OF ERREDESCENT GREEN BLACK ABROAD COLLAR OF LUSTROUS WHITE BLACK BACK BLACK AND WHITE WINGS WHITE BELLY CIDES FINALLY PENCILED AND BLACK AND LIGHT AND A BREAST OF RICH JUST NOT REDUCED WITH BLACK
2161,HIS FEET WERE RED HIS LONG NARROW BEAK WITH ITS SOFT YOUTHS AND SHARP HOOK TIP WAS BRIGHT RED
2162,BUT HERE HE WAS AT A TERRIBLE DISADVANTAGE AS COMPARED WITH THE ALLS HUCKS AND EAGLES HE HAD NO RENDERING LAWS
2163,BUT SUDDENLY STRAIGHT AND SWIFT AS A DIANA HE SHOT DOWN IN THE TORRENT AND DISAPPEARED BENEATH THE SURFACE
2164,ONCE FAIRLY A WING HOWEVER HE WHEELED AND MADE BACK HURDLY FOR HIS PERCH
2165,IN MIGHT HAVE SEEN THAT A TROUT OF THE SIZE WILL A FAIRLY SUBSTANTIAL MEAL
2166,BUT SUCH WAS HIS KEENNESS THAT EVEN WHILE THE WIDE FLUTES OF HIS IN GORGE DAM WERE STILL STICKING OUT OF THE GROZ OF HIS DID BEAK HIS FEARS RED EYES WERE ONCE MORE APPEARING DOWNWARD AND THE TORRENT IN SEARCH OF FRESH PREY
2167,IN DESPAIR HE HURLED HIMSELF DOWNWARD TOO SOON
2168,THE GREAT HAWK FOLLOWED HURRIEDLY TO A TREE FROM THE GROUND
2169,THE CAT GROWLED SOFTLY THICK UP THE PRIZE AND HER JAWS AND TROTTED IN THE BUSHES TO DEVOUR IT
2170,IN FACT HE HAD JUST FINISHED IT THE LAST OF THE TROUT'S TAIL HAD JUST BEENISH WITH A SPASM DOWN HIS STRANGE GALLANT WHEN THE BAVOLK CAUGHT SIGHT OF HIM AND SWOOPED
2171,THE HAWK ELATED ON THE DEAD BRANCH AND SAT UPRIGHT MOTIONLESS AS IF SURPRISE
2172,LIKE HIS UNFORTUNATE LITTLE COUSIN THE TIL HE TOO HAD THOUGHT THE FEAR OF DEATH SUMMIT INTO HIS HEART AND WAS HEADING DESPERATELY FOR THE REFUGE A THARK OVER HANGING BANK DEEP FRINGED WITH WEEDS WERE THE DREADFUL I HAVE THE HAWK SHOULD NOT DISCERN HIM
2173,THE HAWK SAT UPON THE BRANCH AND WATCHED HIS QUARRIES SWIMMING BENEATH THE SURFACE
2174,ALMOST INSTANTLY REST FORCE TO THE TOP
2175,STRATE WAY THE HAWK LIGHTED FROM HIS PERCHED AND DARTED AFTER HIM
2176,BUT AT THIS POINT IN THE RAPID IT WAS IMPOSSIBLE FOR HIM TO STAY DOWN
2177,BUT THIS FREQUENTURE OF THE HEIGHTS OF AIR FOR ALL HIS SAVAGE VALOR WAS TROUBLED AT THE LEAPING WAVES IN THE TOSSING FOAM OF THESE MAD RAPPADS HE DID NOT UNDERSTAND THEM
2178,AS HE FLEW HIS DOWN REACHING CLUTCHING TALENTS WERE NOT HALF A YARD ABOVE THE FUGITIVES HEAD
2179,WERE THE WEAVE IS FOR AN INSTANT SANK THE CAME CLOSER BUT NOT QUITE WITHIN GRASPING REACH
2180,BUT AS BEFORE THE LEAPING WAVES OF THE RAPIDS WERE TOO MUCH FOR HIS PURSUER AND YOU WERE ABLE TO FLAP HIS WAY ONWARD AND A CLOUD OF THUMP OLD DOONE HUNG LOW OF HIS HEAD YET HESITATED TO STRIKE
2181,THE HAWK EMBITTERED BY THE LOSS OF HIS FIRST QUARRY HAD BECOME AS DOG AND PURSUIT AS A WHEEL NOT TO BE SHAKEN OFF WERE EVADED OR DECEIVED
2182,HE HAD A LOT OF LINE OUT AND THE PLACE WAS NONE TOO FREE FOR A LONG CAST BUT HE WAS IMPATIENT TO DROP HIS FLIES AGAIN ON THE SPOT WHERE THE BIG FISH WAS FEEDING
2183,THE LAST DROP FLY AS LUCK WOULD HAVE IT GOT JUST IN THE CORNER OF THE HUCKS ANGRILY OPEN BEAK HOPING ITSELF FIRMLY
2184,AT THE SUDDEN SHARP STING OF IT THE GREAT BIRD TURNED HIS HEAD AND NOTICED FOR THE FIRST TIME THE FISHERMAN STANDING ON THE BANK
2185,THE DRAG UPON HIS BEAK AND THE LIGHT CHECK UPON HIS WINGS WERE INEXPLICABLE TO HIM AND APPALLING
2186,THE NO LEADER PARTED FROM THE LINE
2187,HE IS A WELCOME FIGURE AT THE GARDEN PARTYS OF THE ELECT WHO ARE ALWAYS READY TO ENCOURAGE HIM BY ACCEPTING FREE SEATS FOR HIS PLAY AFTER MANAGER'S NOD TO HIM AT YEARS ALLOW HIM TO CONTRIBUTE WITH OUT CHARGE TO HIS IMPOSING ON THE PRICE OF GULF BALLS
2188,AS SHORT HE BECOMES A PROMINENT FIGURE IN ONE OF THE SOCIETY AND IF HE IS NOT CAREFUL SOMEBODY WILL SAY SO
2189,BUT EVEN THE UNSUCCESSFUL DRAMAGES HAS HIS MOMENTS
2190,YOU ARE PLAY MUST BE NOT MERELY A GOOD PLAY BUT A SUCCESSFUL ONE
2191,FRANKLY I CANNOT ALWAYS SAY
2192,BUT SUPPOSE YOU SAID I'M FOND OF WRITING MY PEOPLE ALWAYS SAY MY LETTERS HOME OR GOOD ENOUGH FOR PLUNCHE
2193,I'VE GOT A LITTLE IDEA FOR A PLAY ABOUT A MEN AND A WOMAN AND ANOTHER WOMAN AND BUT PERHAPS I BETTER KEEP THE PLOT A SECRET FOR THE MOMENT
2194,ANYHOW WITH A JOLLY EXCITED AND I CAN TO THE DIAL ALL RIGHT
2195,LIMMYRIER FOR TEN MINUTES AND YOU SHALL LEARN JUST WHAT STAGE CRAFT IS
2196,AND I SHOULD BEGIN WITH A SHORT HUMBLY ON THE LOOK OF
2197,HAM TO BE OR NOT TO BE
2198,NOW THE OBJECT OF THIS SILVERY IS PLAIN
2199,INDEED IT WAS LEAST IN ME THE KEEN OUT OF HAMLETS TO LOOK WE A CLEVER PLAYER COULD DO SOME EXTENT INDICATE BEHOLD THIRTY LINES BY A SILENT WORKING OF THE JOB BUT AT THE SAME TIME IT WOULD BE IDLE TO DENY THAT HE WOULD MISS THE FINER SHADES OF THE DRAMATIST'S MEAN
2200,WE MODERN'S HOWEVER SEE THE ABSURDITY OF IT
2201,IF IT BE GRANTED FIRST THAT THE THOUGHTS OF A CERTAIN CHARACTER SHOULD BE KNOWN TO THE AUDIENCE AND SECONDLY THAT THE SOLIL ACQUIED OR THE HABIT OF THINKING ALL OUT IS AN OPPOSITION TO MODERN STAGE TYPEING HOW SHALL A LOCAL WE BE AVOIDED WITHOUT DAMAGE TO THE PLAY
2202,AND SO ONE TILL HE GET THE END ONE OF JULIA MIGHT SAY AH YES OR SOMETHING NOT A MIDDLE OF THAT SORT
2203,THIS WOULD BE AN EASY WAY OF DOING IT BUT IT WOULD NOT BE THE BEST WAY FOR THE HEAVEN THAT IT IS TOO EASY TO CALL ATTENTION TO ITSELF
2204,AND THE OLD BADLY MADE PLAY IT WAS FREQUENTLY NECESSARY FOR ONE OF THE CHARACTERS TO TAKE THE AUDIENCE INTO HIS CONFIDENCE
2205,IN THE MODERN WELL CONSTRUCTED PLAY HE SIMPLY RINGS UP AN IMAGINARY CONFESSORATE AND TOOLS AND WHAT HE IS GOING TO DO COULD ANYTHING BE MORE NATURAL
2206,I WANT DOUBLE NINE PILLOW
2207,DEBLED NINE TWO THREE ELS INLAR THAT DOUBLE NOT YES FLOW IS A YOU HEAR O PAMAS SPEAKING
2208,I SAY AFTER WANDERING ABOUT HIS BUSINESS
2209,DO BE OR NOT TO BE THAT AS THE QUESTION WHETHER TO NO BLUR IN THE MIND TO SUFFER THE SLINGS AND ARROWS WHAT NO HAMLETS SPEAKING
2210,YOU GIVE ME DOUBLE FIVE I'M ONE DOUBLE NINE ALTHOUGH IS THAT YOU HURRIES YOUR HAMLET'S BEATING
2211,DO BE OR NOT TO BE THAT IS THE QUESTION WHETHER TO HIS NOBBLER
2212,IT IS TO LET HIMLET IF THAT HAPPENED TO BE THE INN OF YOUR CHARACTER AND YOUR LAY SMALL DOG SET FERKON MONTE'S TAME BARE WHATEVER ANIMAL IS MOST AND KEEPING WITH THE PART AND CONFIDE IN THIS AND WILL SUCH SORROW'S OR SECRE HISTORY AS THE AUDIENCE HAS GOT TO KNOW
2213,INTO HAMLET WITH HIS FAVOURITE BORE HAND
2214,LADY LUSH BURST FROM SUDDENLY AND TURNS TOWARD HIM
2215,LUSH SPIT ME AGAIN THIS MORNING FOR THE THIRD TIME
2216,I WANT TO GET AWAY FROM IT ALL SWOON
2217,ENTERED LORD ARTHUR FLUFFINERS
2218,AND THERE YOU AREN'T YOU WILL OF COURSE APPRECIATE THAT THE UNFIDENTS DOES NOT ONLY SAVE TIME BUT ALSO MAKE THE NEW RING VERY MUCH MORE NATURAL
2219,HOW YOU MAY BE WONDERING OR YOU TO BE GETTING YOUR MASTERPIECE
2220,RELAPES AND DESIGNS FOR THE REST OF THE INING
2221,THE DUCHESS OF SOUTH BRIDGE TWO LORD READY WHAT DID YOU SAY
2222,THEN A WORD TUPPINNY WELL WHAT ABOUT I'LL SHOULD
